word,base_word,phonetic,pos,meaning,level,collocation,etymology,example_en,example_zh
cargo,cargo,/'kɑ:gәu/,n.,n. 货物,C1,,,,
managing,manage,/'mænidʒiŋ/,,"a. 管理的, 节约的",A2,,,,
devil,devil,/'devәl/,vt./n.,"n. 魔鬼；vt. 折磨, 戏弄",C1,,,,
narrator,narrator,,n.,"n. 讲述者, 叙述者",Beyond C1,,,,
seller,seller,/'selә/,n.,n. 销售者,A1,,,,
organized,organize,/'ɔ:^әnaizd/,,"a. 有组织的, 组织起来的",B1,,,,
missionary,missionary,/'miʃәnәri/,n.,"n. 传教士, 负有任务者, 工作人员；a. 传教的, 传教士的",Beyond C1,,,,
dock,dock,/dɒk/,vt./vi./n.,"n. 码头, 船坞, 被告席, 尾巴的骨肉部分；vt. 使靠码头, 使(船)进港, 剪短；vi. 进港",Beyond C1,,,,
fog,fog,/fɒg/,vt./vi./n.,"n. 雾, 迷惑, (割后的)最生草, 苔藓；vi. 被雾笼罩, 变模糊；vt. 使困惑, 以雾笼罩",Beyond C1,,,,
sometime,sometime,/'sʌmtaim/,adv.,"a. 以前的, 某一时间的；adv. 改天, 来日",B2,,,,
boring,boring,/'bɒ:riŋ/,,"a. 烦人的, 无聊的, 无趣的",A1,,,,
marine,marine,/mә'ri:n/,n.,"n. 舰队, 水兵, 海景画；a. 海的, 海产的, 海底的, 船舶的, 海运的",C1,,,,
summary,summary,/'sʌmәri/,n.,"n. 摘要, 概要；a. 摘要的, 简略的",B1,,,,
diplomat,diplomat,/'diplәmæt/,n.,"n. 外交官, 有外交手腕的人",C1,,,,
epidemic,epidemic,/.epi'demik/,n.,"n. 传染病, 流行病；a. 流行的, 传染性的",C1,,,,
trim,trim,/trim/,vt./vi./n.,"n. 整齐, 情形, 修剪；a. 整齐的；vt. 使整齐, 整理, 修剪；vi. 调整, 见风使舵",Beyond C1,,,,
fatal,fatal,/'feitәl/,,"a. 致命的, 重大的, 命运注定的, 粗心的, 不幸的",C1,,,,
warehouse,warehouse,/'wєәhaus/,vt./n.,"n. 仓库, 货栈, 大商店；vt. 储入仓库",C1,,,,
butterfly,butterfly,/'bʌtәflai/,n.,n. 蝴蝶,Beyond C1,,,,
inherent,inherent,/in'hiәrәnt/,,"a. 固有的, 与生俱来的",C1,,,,
accelerate,accelerate,/әk'selәreit/,v.,"v. 加速, 促进",C1,,,,
bronze,bronze,/brɒnz/,n.,"n. 青铜, 铜像；a. 青铜色的",Beyond C1,,,,
drown,drown,/draun/,vt./vi.,"vi. 淹死；vt. 把...淹死, 淹没",C1,,,,
nationwide,nationwide,/'neiʃәnwaid/,,a. 全国性的,C1,,,,
vacuum,vacuum,/''vækjuәm/,vt./n.,"n. 真空, 空间, 真空吸尘器；a. 真空的, 产生真空的, 利用真空的；vt. 用吸尘器打扫",C1,,,,
creek,creek,/kri:k/,n.,"n. 小溪, 小河, 小湾",Beyond C1,,,,
selected,select,/si'lektid/,,"a. 挑选出来的, 精选的",B2,,,,
spit,spit,/spit/,vt./vi./n.,"n. 唾液, 唾吐, 小雨, 炙叉, 一铲的深度；vt. 唾吐, 吐出, 降小雨, 用炙叉穿过；vi. 吐唾沫, 吐痰, 唾弃, 飘霏霏细雨",Beyond C1,,,,
dictate,dictate,/'dikteit/,vt./vi./n.,"vi. 听写, 口述, 口授；vt. 口述, 使听写, 命令；n. 命令, 指挥, 指令",C1,,,,
sensor,sensor,/'sensә/,n.,n. 传感器,Beyond C1,,,,
stereotype,stereotype,/'stiәriәtaip/,vt./n.,"n. 铅版, 陈规, 老套；vt. 使用铅版, 把...印制成盲文, 套用老套, 使一成不变",C1,,,,
manual,manual,/'mænjuәl/,n.,"n. 手册, 指南；a. 手的, 手动的, 手工的, 体力的",Beyond C1,,,,
kneel,kneel,/ni:l/,vi.,vi. 跪下,Beyond C1,,,,
plaintiff,plaintiff,/'pleintif/,n.,"n. 原告, 起诉人",Beyond C1,,,,
laundry,laundry,/'lɒ:ndri/,n.,"n. 洗衣店, 洗好的衣服, 洗涤",Beyond C1,,,,
naval,naval,/'neivl/,,"a. 海军的, 军舰的, 有舰队的",C1,,,,
pistol,pistol,/'pistl/,vt./n.,"n. 手枪, 信号枪；vt. 以手枪杀死(或伤害)",Beyond C1,,,,
apology,apology,/ә'pɒlәdʒi/,n.,"n. 道歉, 辩护",B2,,,,
bore,bear,/bɒ:/,vt./vi./n.,"n. 令人讨厌的人, 激浪, 枪膛, 孔；vt. 使烦扰, 钻孔；vi. 钻孔；bear的过去式",A2,,,,
dean,dean,/di:n/,n.,"n. 院长, 主持牧师",Beyond C1,,,,
beloved,beloved,/bi'lʌvd/,n.,a. 心爱的；n. 心爱的人,C1,,,,
entertain,entertain,/.entә'tein/,vt./vi.,"vt. 娱乐, 招待, 怀抱；vi. 款待",B1,,,,
website,website,,n.,n. 网站（全球资讯网的主机站）,A1,,,,
chopped,chop,/tʃɔpt/,v.,v. 砍；斩碎；大量削减（chop的过去分词）,B2,,,,
retrieve,retrieve,/ri'tri:v/,vt./vi./n.,"vt. 取回, 挽回, 弥补, 恢复, 补偿, 回忆, 检索；vi. 找回猎物；n. 取回, 恢复, 救险球",C1,,,,
tribute,tribute,/'tribju:t/,n.,"n. 贡物, 礼物, 颂辞",C1,,,,
bomber,bomber,/'bɒmә/,n.,"n. 轰炸机, 投弹手",B1,,,,
overseas,overseas,/'әuvә'si:z/,adv.,"a. 海外的, 国外的；adv. 在海外, 在国外",A2,,,,
smoking,smoke,/'smәukiŋ/,n.,"n. 抽烟, 冒烟",A2,,,,
bizarre,bizarre,/bi'zɑ:/,,a. 奇异的,C1,,,,
nominate,nominate,/'nɒmineit/,vt.,"vt. 提名, 任命, 命名",C1,,,,
devise,devise,/di'vaiz/,vt./n.,"vt. 设计, 发明, 图谋, 遗赠给；n. 遗赠",C1,,,,
anchor,anchor,/'æŋkә/,vt./n.,"n. 锚；vt. 抛锚停泊, 使固定",C1,,,,
bargain,bargain,/'bɑ:gin/,v./n.,"n. 交易, 买卖协定, 特价商品；v. 讲价, 交易",B2,,,,
skeptical,skeptical,/'skeptikәl/,,"a. 怀疑论的, 怀疑的, 不可知论的",C1,,,,
scrutiny,scrutiny,/'skru:tini/,n.,"n. 细看, 仔细检查, 监视, 选票检查",C1,,,,
suppress,suppress,/sә'pres/,vt.,"vt. 镇压, 使止住, 禁止, 抑制, 查禁",C1,,,,
considering,consider,/kәn'sidәriŋ/,prep./conj.,prep. 就...而论；conj. 考虑到,A2,,,,
brass,brass,/bræs.brɑ:s/,v./n.,"n. 黄铜, 黄铜制品；a. 黄铜的, 铜管乐器的；v. 镀以黄铜, 支付",Beyond C1,,,,
unfortunate,unfortunate,/.ʌn'fɒ:tʃәnit/,,"a. 不幸的, 不合适的, 不吉利的",B2,,,,
extract,extract,/ik'strækt/,vt./n.,"n. 榨出物, 精汁, 摘录, 选段；vt. (费力地)取出, 采掘, 榨取, 摘录, 吸取",B2,,,,
intensive,intensive,/in'tensiv/,n.,"a. 加强的, 内涵的, 集中的；n. 加强器",C1,,,,
tech,tech,/tek/,n.,n. 技术学院或学校,Beyond C1,,,,
betray,betray,/bi'trei/,vt.,"vt. 出卖, 背叛, 辜负, 暴露",C1,,,,
consistency,consistency,/kәn'sistәnsi/,n.,"n. 坚硬性, 黏稠度, 一致性",C1,,,,
bureaucracy,bureaucracy,/bjuә'rɒkrәsi/,n.,"n. 官僚, 官吏",C1,,,,
interactive,interactive,"/,intәr'æktiv/",,"a. 相互作用的, 相互影响的",C1,,,,
clever,clever,/'klevә/,,"a. 聪明的, 精明的",B1,,,,
developed,develop,/di'velәpid/,,a. 发达的（国家或地区）；成熟的,A2,,,,
loser,loser,/'lu:zә/,n.,"n. 失败者, 遗失者",Beyond C1,,,,
challenging,challenge,/'tʃælindʒiŋ/,,"a. 挑战的, 引起争论的",B2,,,,
critique,critique,/kri'ti:k/,n.,"n. 评论文章, 评论",C1,,,,
skiing,ski,/'ski:iŋ/,n.,"n. 滑雪运动, 滑雪术",A2,,,,
aboard,aboard,/ә'bɒ:d/,adv./prep.,"adv. 在船上, 在火车上, 在飞机上；prep. 在...之上",Beyond C1,,,,
delicious,delicious,/di'liʃәs/,,a. 美味的,A1,,,,
compassion,compassion,/kәm'pæʃәn/,n.,"n. 同情, 怜悯",C1,,,,
reproduce,reproduce,/.ri:prә'dju:s/,v.,"v. 繁殖, 再生, 复制, 生殖",C1,,,,
congregation,congregation,/.kɒŋgri'geiʃәn/,n.,"n. 集合, 聚集",C1,,,,
beneficial,beneficial,/.beni'fiʃәl/,,"a. 有益的, 受益的",B2,,,,
awkward,awkward,/'ɒ:kwәd/,,"a. 笨拙的, 棘手的",B2,,,,
worm,worm,/wә:m/,vt./vi./n.,"n. 虫, 蠕虫, 小人物, 螺纹, 蜗杆；vi. 蠕行, 慢慢前进；vt. 使蠕行, 慢慢地走, 除虫",B2,,,,
iranian,iranian,/i'reiniәn/,n.,"a. 伊朗的, 伊朗语系的；n. 伊朗人, 伊朗语",Beyond C1,,,,
complication,complication,/.kɒmpli'keiʃәn/,n.,"n. 复杂化, 复杂情况",C1,,,,
marijuana,marijuana,/.mæriju'ɑ:nә/,n.,n. 大麻,Beyond C1,,,,
legendary,legendary,/'ledʒәndәri/,,"a. 传说的, 传奇中说的, 传奇般的, 传说中的, 著名的",C1,,,,
militia,militia,/mi'liʃә/,n.,"n. 义勇军, 民兵组织, 国民军",C1,,,,
composer,composer,/kәm'pәuzә/,n.,"n. 作曲家, 作家, 调停者",B2,,,,
authentic,authentic,/ɒ:'θentik/,,"a. 可靠的, 可信的, 真正的",C1,,,,
concession,concession,/kәn'seʃәn/,n.,"n. 特许, 让步, 认可",C1,,,,
restoration,restoration,/.restә'reiʃәn/,n.,"n. 恢复, 归还, 复位",C1,,,,
rejection,rejection,/ri'dʒekʃәn/,n.,"n. 拒绝, 抛弃, 驳回, 被抛弃的东西, 呕出物",C1,,,,
tenure,tenure,/'tenjuә/,n.,"n. 享有, 保有期",C1,,,,
dome,dome,/dәum/,vt./vi./n.,n. 圆顶；vt. 加圆顶；vi. 成圆顶状,Beyond C1,,,,
inadequate,inadequate,/in'ædikwәt/,,"a. 不充分的, 不适当的",C1,,,,
thief,thief,/θi:f/,n.,"n. 小偷, 贼",A2,,,,
editorial,editorial,/.edi'tɒ:riәl/,n.,"n. 社论, 评论；a. 编辑的, 主笔的, 社论的",B2,,,,
locker,locker,/'lɒkә/,n.,"n. 抽屉, 小柜, 上锁人",A2,,,,
autumn,autumn,/'ɒ:tәm/,n.,"n. 秋天, 成熟期",C1,,,,
subsequently,subsequently,/'sʌbsikwәntli/,adv.,"adv. 后来, 随后",B2,,,,
merger,merger,/'mә:dʒә/,n.,"n. 合并, 归并",C1,,,,
faithful,faithful,/'feiθful/,n.,"a. 忠实的, 详确的, 可靠的；n. 信徒",Beyond C1,,,,
haunt,haunt,/hɒ:nt/,vt./vi./n.,"n. 常到的地方, 生息地；vt. 常到, 出没于, 萦绕于；vi. 出没, 作祟",C1,,,,
crude,crude,/kru:d/,n.,"a. 天然的, 未成熟的, 粗糙的, 粗鲁的；n. 天然的物质",C1,,,,
sheriff,sheriff,/'ʃerif/,n.,"n. 郡治安官, 县治安官",Beyond C1,,,,
evoke,evoke,/i'vәuk/,vt.,"vt. 唤起, 引起, 召(魂)",C1,,,,
completion,completion,/kәm'pli:ʃәn/,n.,n. 完成,B2,,,,
pal,pal,/pæl/,vi./n.,"n. 朋友, 伙伴, 同志, 同谋；vi. 交友, 结伴",Beyond C1,,,,
trader,trader,/'treidә/,n.,"n. 商人, 商船",Beyond C1,,,,
affirmative,affirmative,/ә'fә:mәtiv/,n.,"a. 肯定的, 赞成的, 积极的；n. 肯定语",Beyond C1,,,,
vein,vein,/vein/,vt./n.,"n. 血管, 静脉, 纹理, 气质, 情绪；vt. 使有脉络, 像脉络般分布于",C1,,,,
surrender,surrender,/sә'rendә/,vt./vi./n.,"vt. 交出, 放弃, 使投降, 让与；vi. 投降, 自首；n. 交出, 放弃, 投降",C1,,,,
scar,scar,/skɑ:/,vt./vi./n.,"n. 疤痕, 伤痕, 悬崖；vi. 结疤, 愈合, 痊愈；vt. 使有伤痕",Beyond C1,,,,
variance,variance,/'vєәriәns/,n.,"n. 不一致, 变化, 变异, 分歧, 不和",Beyond C1,,,,
surge,surge,/sә:dʒ/,vt./vi./n.,"n. 巨涌, 汹涌, 澎湃；vi. 汹涌, 澎湃, 颠簸, 猛冲, 突然放松；vt. 使汹涌奔腾, 急放",C1,,,,
sailor,sailor,/'seilә/,n.,"n. 水手, 船员, 海员",B1,,,,
inspect,inspect,/in'spekt/,vt./vi.,"vt. 检查, 检阅, 检验；vi. 检查",C1,,,,
commentary,commentary,/'kɒmәntәri/,n.,"n. 注释, 评论, 说明",C1,,,,
follower,follower,/'fɒlәuә/,n.,"n. 从者, 属下, 追补者",A1,,,,
suspension,suspension,/sә'spenʃәn/,n.,"n. 悬挂, 暂停, 中止",C1,,,,
imperial,imperial,/im'piәriәl/,n.,"a. 帝王的, 宗主国的, 至尊的, 壮丽的；n. 特等品",Beyond C1,,,,
compensate,compensate,/'kɒmpenseit/,v.,"v. 偿还, 补偿, 付报酬",C1,,,,
ranking,rank,/'ræŋkiŋ/,n.,"n. 等级, 地位；a. 上级的, 头等的, 超群的",C1,,,,
fuck,fuck,/fʌk/,vt./vi./n.,"vt. 与...性交, 欺骗, 诅咒；vi. 性交；n. 性交, 些微, 杂种；interj. 他妈的, 混帐",Beyond C1,,,,
hover,hover,/'hʌvә/,vt./vi./n.,"vi. 盘旋, 翱翔, 徘徊；vt. 孵；n. 翱翔",Beyond C1,,,,
making,make,/'meikiŋ/,n.,"n. 制造, (手工)制造业, 制作, 形成, 发展, 要素, 内在因素, 赚头, 制造物",B2,,,,
fossil,fossil,/'fɒsәl/,n.,"n. 化石, 古物；a. 化石的, 陈腐的, 守旧的",B2,,,,
stunning,stunning,/'stʌniŋ/,,"a. 打昏迷的, 弄得人昏头昏脑的, 令人震惊的",B2,,,,
trout,trout,/traut/,n.,n. 鲑鱼,Beyond C1,,,,
inappropriate,inappropriate,/.inә'prәupriәt/,,"a. 不适当的, 不相称的",C1,,,,
cowboy,cowboy,/'kaubɒi/,n.,"n. 牛仔, 牛郎, 牧童",B2,,,,
latino,latino,"/læ'ti:nәu, lә-/",n.,n. 拉丁美洲人,Beyond C1,,,,
viable,viable,/'vaiәbl/,,"a. 能养活的, 能生长发育的",C1,,,,
clarify,clarify,/'klærifai/,vt./vi.,"vi. 澄清, 阐明；vt. 使明晰",B2,,,,
sketch,sketch,/sketʃ/,v./n.,"n. 素描, 草图, 小品；v. 描绘略图, 画素描或速写",C1,,,,
countless,countless,/'kauntlis/,,"a. 数不尽的, 无数的",C1,,,,
copper,copper,/'kɒpә/,n.,"n. 铜, 警察",C1,,,,
chat,chat,/tʃæt/,vi./n.,"n. 闲谈；vi. 闲谈, 聊天",A2,,,,
upcoming,upcoming,/'ʌp.kʌmiŋ/,,"a. 即将来临的, 即将出现的",C1,,,,
pupil,pupil,/'pju:pl/,n.,"n. 学生, 门生, 未成年人, 瞳孔",Beyond C1,,,,
ninth,ninth,/nainθ/,num.,"num. 第九, 九分之一",Beyond C1,,,,
lyrics,lyric,,n.,n. 歌词,B2,,,,
strive,strive,/straiv/,vi.,"vi. 努力, 奋斗, 斗争",C1,,,,
neglect,neglect,/ni'glekt/,vt./n.,"n. 疏忽, 忽略, 漏做；vt. 疏忽, 忽视, 不顾",C1,,,,
gambling,gamble,/'gæmbliŋ/,n.,n. 赌博,C1,,,,
ward,ward,/wɒ:d/,vt./n.,"n. 病房, 守卫, 保卫, 保护, 监护, 牢房, 行政区, 锁孔内的榫舌；vt. 使入病房, 守护, 保卫",C1,,,,
warfare,warfare,/'wɒ:fєә/,n.,"n. 战争, 战斗, 交战, 斗争, 竞争",C1,,,,
mound,mound,/maund/,vt./vi./n.,"n. 土墩, 堤, 小山；vt. 筑堤, 用土堆防卫；vi. 积成堆",Beyond C1,,,,
bang,bang,/bæŋ/,v./n./adv.,"n. 重击, 突然巨响, 刘海；v. 发巨响, 重击；adv. 砰然地, 突然巨响地, 直接地",Beyond C1,,,,
tilt,tilt,/tilt/,vt./vi./n.,"n. 倾斜, 倾向, 船篷, 车篷；vt. 使倾斜, 使倾侧, 用帆布篷遮盖；vi. 倾斜, 翘起, 冲, 评击",Beyond C1,,,,
rob,rob,/rɒb/,v.,"v. 抢夺, 抢掠, 剥夺",B2,,,,
reasonably,reasonably,/'ri:znәbli/,adv.,"adv. 适度地, 相当地",B2,,,,
medieval,medieval,/.medi'i:vl/,,"a. 中古的, 中世纪的",C1,,,,
advocacy,advocacy,/'ædvәkәsi/,n.,"n. 拥护, 支持, 鼓吹, 辩护, 辩护术",Beyond C1,,,,
biologist,biologist,/bai'ɒlәdʒist/,n.,n. 生物学家,Beyond C1,,,,
monetary,monetary,/'mʌnitәri/,,"a. 货币的, 金钱的",Beyond C1,,,,
learner,learner,/'lә:nә/,n.,"n. 学习者, 初学者",A1,,,,
knot,knot,/nɒt/,v./n.,"n. 结, 群, 难题；v. 打结, (使)纠缠",Beyond C1,,,,
antibiotic,antibiotic,/.æntibai'ɒtik/,n.,n. 抗生素；a. 抗生的,Beyond C1,,,,
prosperity,prosperity,/prɒs'periti/,n.,"n. 繁荣, 茂盛, 成功",C1,,,,
accumulate,accumulate,/ә'kju:mjuleit/,v.,"v. 积聚, 堆积",C1,,,,
dragon,dragon,/'drægәn/,n.,"n. 龙, 凶暴的人",Beyond C1,,,,
creator,creator,/kri:'eitә(r)/,n.,"n. 上帝, 创造者, 创作者",C1,,,,
electoral,electoral,/i'lektәrәl/,,"a. 选举人的, 选举的, (有关)选举的",C1,,,,
prosecute,prosecute,/'prɒsikju:t/,vt./vi.,"vt. 告发, 起诉, 彻底进行, 执行, 从事；vi. 告发, 起诉, 作检察官",C1,,,,
intervene,intervene,/.intә'vi:n/,vi.,"vi. 插入, 调停, 干涉",C1,,,,
glow,glow,/glәu/,vi./n.,"n. 赤热, 光辉, 热情, 热烈, 红光；vi. 发红光, 红光焕发, 发热, 洋溢, 激动",Beyond C1,,,,
embody,embody,/im'bɒdi/,vt.,"vt. 具体表达, 使具体化",C1,,,,
dull,dull,/dʌl/,vt./vi.,"a. 钝的, 无趣的, 呆滞的, 阴暗的；vt. 使迟钝, 使阴暗, 缓和；vi. 变迟钝, 减少",B2,,,,
rug,rug,/rʌg/,n.,"n. 小块地毯, 揭露某人",Beyond C1,,,,
raid,raid,/reid/,v./n.,"n. 袭击, 突袭, 搜捕；v. 奇袭, 搜捕",C1,,,,
crown,crown,/kraun/,vt./n.,"n. 王冠, 王权, 顶点；vt. 使成王, 加冕, 居...之顶",C1,,,,
fake,fake,/feik/,vt./vi./n.,"n. 假货, 欺骗, 诡计；a. 假的；vt. 假造, 仿造；vi. 伪装",B2,,,,
creep,creep,/kri:p/,vi./n.,"n. 爬, 徐行, 蠕动；vi. 爬, 蔓延, 潜行",C1,,,,
crab,crab,/kræb/,vt./vi./n.,"n. 螃蟹, 偏航, 脾气乖戾的人, 沙果；vi. 捕蟹, 偏航, 发牢骚；vt. 使偏航, 抱怨, 破坏",Beyond C1,,,,
satisfied,satisfied,/'sætisfaiәd/,,a. 感到满意的,B2,,,,
worthy,worthy,/'wә:ði/,n.,"n. 杰出人物；a. 有价值的, 可敬的, 值得的",C1,,,,
hydrogen,hydrogen,/'haidrәdʒәn/,n.,n. 氢,C1,,,,
probability,probability,/.prɒbә'biliti/,n.,"n. 可能性, 或然率, 几率, 概率",B2,,,,
farming,farm,/'fɑ:miŋ/,n.,"n. 农业, 耕作",A2,,,,
vinegar,vinegar,/'vinigә/,vt./n.,"n. 醋, 尖酸刻薄；vt. 加醋于",Beyond C1,,,,
capitalism,capitalism,/'kæpitәlizәm/,n.,n. 资本主义,C1,,,,
advisory,advisory,/әd'vaizәri/,,"a. 顾问的, 咨询的, 劝告的",Beyond C1,,,,
organizer,organizer,/'ɒ:gәnaizә/,n.,"n. 组织者, 编制者, 创立者, 组织导体",B1,,,,
remedy,remedy,/'remidi/,vt./n.,"n. 药物, 治疗法, 治疗, 补救, 赔偿；vt. 治疗, 补救, 矫正, 改善, 修补, 修缮",C1,,,,
inability,inability,/.inә'biliti/,n.,"n. 无能, 无力",C1,,,,
smash,smash,/smæʃ/,vt./vi./n./adv.,"n. 打碎, 粉碎, 打碎时哗啦声, 猛击, 扣球, 杀球, 经营失败, 破产, 硬币, 假硬币；a. 非常轰动的, 了不起的；vt. 打碎, 粉碎, 击溃, 使破产, 使裂变, 使用假硬币；vi. 碎裂, 猛撞, 破产, 扣球, 杀球；adv. 轰隆一声, 哗啦一声",C1,,,,
manuscript,manuscript,/'mænjuskript/,n.,"n. 手稿, 原稿, 底稿；a. 手写的",C1,,,,
morality,morality,/mә'ræliti/,n.,"n. 道德, 教训, 品行",C1,,,,
hopeful,hopeful,/'hәupful/,n.,"n. 有希望之人, 有前途之人；a. 有希望的, 怀抱希望的, 保持乐观的",C1,,,,
disagreement,disagreement,/.disә'gri:mәnt/,n.,"n. 不合, 争论, 不一致",B2,,,,
fancy,fancy,/'fænsi/,vt./vi./n.,"n. 想象力, 幻想, 喜好；a. 想象的, 精美的, 新奇的, 奇特的, 高价的, 特级的；vt. 想象, 设想, 相信, 喜爱；vi. 想象, 幻想",B1,,,,
mandatory,mandatory,/'mændәtәri/,,"a. 命令的, 托管的",C1,,,,
purely,purely,/'pjuәli/,adv.,"adv. 纯粹地, 清白地, 贞洁地",B2,,,,
dive,dive,/daiv/,vt./vi./n.,"n. 潜水, 跳水；vi. 跳水, 俯冲, 猛冲；vt. 把...突然伸入",B2,,,,
advertise,advertise,/'ædvәtaiz/,vt./vi.,"vt. 做广告, 通知, 公布；vi. 做广告",A2,,,,
soda,soda,/'sәudә/,n.,"n. 苏打, 碳酸水",Beyond C1,,,,
bass,bass,/bæs/,n.,"n. 低沉的声音, 男低音, 椴树；a. 低音的",C1,,,,
lesser,lesser,/'lesә/,,"a. 较少的, 较小的, 次要的",C1,,,,
shiny,shiny,/'ʃaini/,,"a. 有光泽的, 发光的, 辉煌的, 磨光的, 磨损的",B1,,,,
memo,memo,/'memәu/,n.,n. 备忘录,C1,,,,
junk,junk,/dʒʌŋk/,n.,"n. 垃圾, 乌七八糟的东西, 舢板",Beyond C1,,,,
stun,stun,/stʌn/,vt./n.,"vt. 使昏迷, 使震惊, 打昏；n. 昏迷, 猛击",C1,,,,
devoted,devote,/di'vәutid/,,"a. 投入的, 深爱的",B2,,,,
mature,mature,/mә'tjuә/,vt./vi.,"a. 成熟的, 到期的, 充分考虑的；vt. 使成熟；vi. 成熟, 到期",C1,,,,
manufacture,manufacture,/.mænju'fæktʃә/,vt./vi./n.,"n. 产品, 制造；vt. 制造, 假造；vi. 制造",B2,,,,
poorly,poorly,/'puәli/,adv.,"adv. 贫穷地, 不充分地, 贫乏地；a. 身体不舒服的",Beyond C1,,,,
affection,affection,/ә'fekʃәn/,n.,"n. 影响, 病, 喜爱, 情感, 倾向",C1,,,,
warming,warm,/'wɔ:miŋ/,n.,"n. 暖和, 加温, 暖热, 温暖, (非正式)打, 鞭打",B2,,,,
stamp,stamp,/stæmp/,vt./vi./n.,"n. 印, 邮票, 打印器, 戳子, 图章, 印花税票, 标志, 特征, 类型, 跺脚；vt. 盖章于, 顿足, 贴上邮票, 铭刻, 捣碎, 扑灭；vi. 捣碎, 跺脚",A2,,,,
philosopher,philosopher,/fi'lɒsәfә/,n.,"n. 哲学家, 哲人, 思想开创人, 达观的人",C1,,,,
colored,colore,/'kʌlәd/,,a. 染色的,B1,,,,
clutch,clutch,/klʌtʃ/,vt./vi./n.,"n. 抓紧, 掌握, 离合器, 一窝小鸡；vt. 抓住, 踩汽车离合器踏板；vi. 抓",Beyond C1,,,,
silently,silently,/'sailәntli/,adv.,"adv. 默默地, 静静地",Beyond C1,,,,
breakdown,breakdown,/'breikdaun/,n.,"n. 崩溃, 故障",C1,,,,
conceal,conceal,/kәn'si:l/,vt.,"vt. 隐藏, 掩盖, 隐瞒",C1,,,,
monitoring,monitor,/'mɔnitәriŋ/,,"[计] 监控, 监督, 监视；[经] 检验, 检查, 控制",B2,,,,
curl,curl,/kә:l/,vt./vi./n.,"n. 拳曲, 鬈发；vt. 弄卷；vi. 拳曲, 弯曲",Beyond C1,,,,
kidney,kidney,/'kidni/,n.,"n. 肾, 个性",C1,,,,
nineteenth,nineteenth,/.nain'ti:nθ/,num.,"num. 第十九, 十九分之一",Beyond C1,,,,
goodness,goodness,/'gudnis/,n.,"n. 仁慈, 善良",B2,,,,
healing,healing,/'hi:liŋ/,,"a. 治愈的, 恢复健康的",B2,,,,
remarkably,remarkably,/ri'mɑ:kәbli/,adv.,"adv. 显著地, 引人注目地, 非常地",B2,,,,
literacy,literacy,/'litәrәsi/,n.,"n. 读写能力, 识字, 精通文学",C1,,,,
taxi,taxi,/'tæksi/,vt./vi./n.,n. 出租车；vi. 乘出租车；vt. 用出租车送,A1,,,,
destiny,destiny,/'destini/,n.,"n. 命运, 定数",Beyond C1,,,,
geography,geography,/dʒi'ɒgrәfi/,n.,"n. 地理学, 地理",A1,,,,
solo,solo,/'sәulәu/,vi./n.,"n. 独奏, 独唱, 单独表演；a. 单独的, 独奏的, 独唱的；vi. 放单飞",C1,,,,
leak,leak,/li:k/,vt./vi./n.,"n. 漏洞, 漏处, 漏出, 泄漏；vi. 漏, 泄漏；vt. 使渗漏",C1,,,,
greenhouse,greenhouse,/'gri:nhaus/,n.,n. 温室,B2,,,,
trillion,trillion,/'triljәn/,n.,n. 大量,B2,,,,
loving,love,/'lʌviŋ/,,"a. 亲爱的, 钟情的, 忠诚的",A1,,,,
parliament,parliament,/'pɑ:lәmәnt/,n.,"n. 国会, 议会",C1,,,,
expenditure,expenditure,/ik'spenditʃә/,n.,"n. 开支, 费用, 用光, 消费额",C1,,,,
homicide,homicide,/'hɒmisaid/,n.,"n. 杀人, 杀人者",Beyond C1,,,,
australian,australian,/ɒ'streiljәn/,n.,"n. 澳大利亚人；a. 澳大利亚的, 澳洲的, 澳洲人的",Beyond C1,,,,
herd,herd,/hә:d/,vt./vi./n.,"n. 兽群, 人群, 牧人；vt. 群集, 使成群, 放牧；vi. 聚在一起",Beyond C1,,,,
passionate,passionate,/'pæʃәnit/,,"a. 热情的, 热烈的, 易怒的, 热恋的",B2,,,,
biblical,biblical,/'biblikәl/,,a. 圣经的,Beyond C1,,,,
addiction,addiction,/ә'dikʃәn/,n.,"n. 入迷, 瘾",B2,,,,
probe,probe,/prәub/,v./n.,"n. 探索, 调查, 探针, 探测器；v. 用探针探测, 调查, 探索",C1,,,,
psychiatrist,psychiatrist,/sai'kaiәtrist/,n.,"n. 精神病医生, 精神病学家",Beyond C1,,,,
pipeline,pipeline,/'paiplain/,n.,"n. 管道, 传递途径",C1,,,,
hood,hood,/hud/,vt./n.,"n. 头巾, 兜帽, 覆盖, 强盗；vt. 罩上, 覆盖",Beyond C1,,,,
atom,atom,/'ætәm/,n.,"n. 原子, 核能, 微粒, 微量",Beyond C1,,,,
baking,bake,/'beikiŋ/,n.,"n. 烘焙, 一次烘焙的量",B1,,,,
positively,positively,,adv.,"adv. 明确地, 肯定地, 无疑地, (非正式)确实地, 真正地",Beyond C1,,,,
snack,snack,/snæk/,vi./n.,"n. 小吃, 点心, 快餐；vi. 吃零食, 吃快餐",Beyond C1,,,,
ending,end,/'endiŋ/,n.,"n. 终止, 终了, 收场",A2,,,,
charming,charm,/'tʃɑ:miŋ/,,"a. 迷人的, 有吸引力的",B2,,,,
migrant,migrant,/'maigrәnt/,n.,"n. 候鸟, 移居者",Beyond C1,,,,
